student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Final_Decision,Excluded,Catch-up_Sessions
212,18,other,private,graduate,2.9,81.8,yes,>60 min,yes,group study,84.3,67.5,64.3,65.5,d,Pass,Not Excluded,No
213,18,other,public,graduate,5.1,55.4,no,<15 min,no,notes,52.9,50.8,69.7,62.8,d,Pass,Excluded,No
214,16,other,public,high school,4.6,70.2,yes,<15 min,no,textbook,79.3,51.6,47.3,61.4,d,Pass,Excluded,No
215,18,male,private,post graduate,6.5,98.1,yes,30-60 min,yes,mixed,90.9,92.9,74.5,83.2,c,Pass,Not Excluded,No
216,15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,58.4,68.2,52.9,67.5,d,Pass,Excluded,No
217,14,female,private,post graduate,4.2,90.1,yes,<15 min,no,notes,82.4,48.1,66.6,75.7,c,Pass,Not Excluded,No
218,14,male,public,graduate,0.6,70.9,yes,<15 min,no,textbook,35.3,47.9,35.1,43.0,e,Fail,Excluded,Yes
219,16,other,private,graduate,1.8,87.2,no,30-60 min,no,textbook,54.4,52.6,46.8,52.1,e,Fail,Not Excluded,Yes
220,19,other,private,high school,3.0,52.7,yes,15-30 min,no,textbook,53.2,49.2,42.7,47.3,e,Fail,Excluded,Yes
221,14,female,private,no formal,5.0,50.5,yes,15-30 min,no,mixed,55.3,61.3,54.4,61.5,d,Pass,Excluded,No
222,16,other,public,graduate,6.4,65.0,yes,15-30 min,yes,notes,100.0,99.3,71.5,82.4,c,Pass,Excluded,No
223,18,male,private,high school,7.7,93.5,yes,<15 min,no,notes,99.0,98.9,100.0,99.1,a,Pass,Not Excluded,No
224,15,other,public,no formal,5.0,84.0,yes,>60 min,no,coaching,69.6,45.8,67.5,69.1,d,Pass,Not Excluded,No
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,textbook,85.5,91.5,82.8,77.4,c,Pass,Not Excluded,No
226,15,other,private,diploma,5.2,99.9,yes,>60 min,yes,online videos,93.0,95.9,78.3,85.6,b,Pass,Not Excluded,No
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72.0,56.3,52.6,63.1,d,Pass,Excluded,No
228,17,female,private,phd,5.1,92.5,no,<15 min,no,notes,87.3,74.9,90.4,80.2,c,Pass,Not Excluded,No
229,17,male,private,no formal,3.5,55.5,no,15-30 min,no,textbook,76.3,64.3,66.4,54.8,e,Fail,Excluded,Yes
230,15,female,public,post graduate,3.9,58.5,yes,>60 min,yes,mixed,47.1,71.6,47.1,44.6,e,Fail,Excluded,Yes
231,16,other,private,diploma,7.3,73.9,yes,<15 min,no,mixed,99.2,100.0,96.2,97.2,a,Pass,Excluded,No
232,19,other,private,post graduate,4.7,98.0,yes,<15 min,no,group study,83.9,63.3,86.5,70.5,c,Pass,Not Excluded,No
233,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,39.8,46.2,50.7,39.7,f,Fail,Not Excluded,Yes
234,18,male,public,diploma,4.4,55.6,yes,15-30 min,no,textbook,41.0,45.5,50.3,52.6,e,Fail,Excluded,Yes
235,16,female,private,graduate,7.6,97.7,yes,30-60 min,yes,mixed,90.5,87.7,85.7,95.5,a,Pass,Not Excluded,No
236,18,other,private,diploma,1.3,88.3,yes,>60 min,no,mixed,34.5,37.6,53.8,39.4,f,Fail,Not Excluded,Yes
237,17,male,private,graduate,7.8,86.8,no,30-60 min,no,notes,100.0,95.5,63.0,87.6,b,Pass,Not Excluded,No
238,16,other,public,no formal,7.9,77.6,yes,15-30 min,no,coaching,92.3,100.0,99.0,100.0,a,Pass,Not Excluded,No
239,15,other,public,no formal,4.7,69.7,yes,>60 min,no,coaching,51.8,50.2,59.2,63.7,d,Pass,Excluded,No
240,17,other,public,graduate,3.0,55.5,yes,<15 min,yes,group study,47.9,32.7,32.3,39.2,f,Fail,Excluded,Yes
241,14,female,public,diploma,0.6,81.0,yes,>60 min,no,online videos,56.6,19.4,28.1,36.1,f,Fail,Not Excluded,Yes
242,17,male,public,graduate,0.6,56.4,yes,<15 min,yes,mixed,14.4,39.3,27.5,28.6,f,Fail,Excluded,Yes
243,14,male,public,diploma,3.4,79.5,no,<15 min,no,online videos,85.1,67.8,74.7,64.0,d,Pass,Not Excluded,No
244,17,other,private,no formal,6.4,77.0,yes,15-30 min,no,notes,72.7,86.0,73.9,82.2,c,Pass,Not Excluded,No
245,17,female,public,post graduate,7.6,79.8,no,<15 min,yes,mixed,77.5,95.8,100.0,95.8,a,Pass,Not Excluded,No
246,14,male,public,no formal,1.7,91.3,yes,>60 min,yes,coaching,29.1,46.6,40.8,44.0,e,Fail,Not Excluded,Yes
247,18,other,public,post graduate,4.2,70.6,yes,30-60 min,no,notes,69.7,71.9,55.9,69.1,d,Pass,Excluded,No
248,16,male,private,no formal,4.3,71.8,yes,<15 min,no,online videos,66.0,73.7,62.2,70.3,c,Pass,Excluded,No
249,18,other,private,phd,3.4,53.0,yes,30-60 min,no,coaching,39.1,31.6,34.5,40.0,e,Fail,Excluded,Yes
250,14,female,public,high school,4.5,64.4,yes,<15 min,no,notes,53.7,68.1,54.1,59.2,d,Pass,Excluded,Yes
251,15,female,private,phd,7.4,54.1,yes,30-60 min,no,online videos,74.3,99.7,76.5,87.5,b,Pass,Excluded,No
252,16,male,private,no formal,3.8,57.1,yes,>60 min,yes,group study,55.5,51.3,55.0,48.8,e,Fail,Excluded,Yes
253,15,male,public,diploma,1.5,71.3,yes,<15 min,yes,notes,27.0,30.2,38.5,32.5,f,Fail,Excluded,Yes
254,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,74.5,82.2,61.5,63.2,d,Pass,Excluded,No
255,17,female,private,no formal,0.7,96.8,yes,30-60 min,no,textbook,45.0,45.6,26.8,38.2,f,Fail,Not Excluded,Yes
256,14,other,public,diploma,7.6,56.0,yes,>60 min,no,group study,74.0,61.4,71.1,77.6,c,Pass,Excluded,No
257,18,other,private,high school,7.5,57.5,no,30-60 min,no,coaching,82.6,94.5,88.1,87.9,b,Pass,Excluded,No
258,14,male,public,diploma,1.2,87.5,yes,15-30 min,yes,mixed,13.5,46.3,21.7,34.9,f,Fail,Not Excluded,Yes
259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,66.7,56.7,45.3,58.4,d,Pass,Excluded,Yes
260,17,other,public,high school,6.5,82.5,yes,30-60 min,no,group study,95.2,80.5,90.3,93.4,b,Pass,Not Excluded,No
261,18,female,public,post graduate,4.0,87.4,yes,15-30 min,yes,group study,80.5,88.2,60.3,75.8,c,Pass,Not Excluded,No
262,15,female,private,graduate,4.1,81.4,yes,>60 min,no,textbook,58.2,70.5,74.0,67.4,d,Pass,Not Excluded,No
263,15,female,private,phd,7.8,64.4,no,30-60 min,no,coaching,86.2,98.5,87.4,86.1,b,Pass,Excluded,No
264,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,23.7,38.5,49.4,36.2,f,Fail,Excluded,Yes
265,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,65.3,58.8,63.1,75.7,c,Pass,Not Excluded,No
266,17,other,private,high school,1.4,93.0,yes,<15 min,no,group study,68.4,62.7,48.3,55.3,d,Pass,Not Excluded,Yes
267,16,female,private,phd,2.8,86.5,yes,<15 min,no,coaching,48.2,58.7,59.4,51.8,e,Fail,Not Excluded,Yes
268,16,female,private,high school,6.9,59.4,yes,30-60 min,yes,online videos,71.0,63.0,80.2,72.6,c,Pass,Excluded,No
269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,54.6,94.8,53.4,69.4,d,Pass,Excluded,No
270,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.1,65.8,90.1,74.9,c,Pass,Not Excluded,No
271,15,other,public,phd,1.4,55.1,yes,30-60 min,no,group study,18.7,23.0,22.3,30.2,f,Fail,Excluded,Yes
272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,96.9,100.0,100.0,100.0,a,Pass,Not Excluded,No
273,14,other,private,graduate,2.7,97.8,yes,<15 min,no,online videos,52.3,45.4,56.2,58.8,d,Pass,Not Excluded,Yes
274,19,female,public,diploma,4.5,57.5,yes,<15 min,yes,textbook,58.8,61.4,71.0,62.3,d,Pass,Excluded,No
275,16,other,private,diploma,2.3,59.9,yes,15-30 min,no,online videos,54.4,42.4,28.0,49.2,e,Fail,Excluded,Yes
276,16,other,public,diploma,4.4,68.2,yes,30-60 min,no,online videos,83.2,68.8,100.0,69.0,d,Pass,Excluded,No
277,16,female,public,no formal,4.7,72.5,yes,15-30 min,no,mixed,64.8,50.3,60.1,60.3,d,Pass,Excluded,No
278,18,female,private,diploma,3.1,72.0,yes,<15 min,yes,notes,47.6,78.2,71.2,58.1,d,Pass,Excluded,Yes
279,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,57.5,61.8,71.5,70.7,c,Pass,Not Excluded,No
280,14,female,public,post graduate,3.5,73.5,yes,>60 min,yes,textbook,46.4,64.0,60.3,56.5,d,Pass,Excluded,Yes
281,15,male,private,high school,5.7,59.2,yes,<15 min,no,online videos,77.3,61.5,85.9,75.9,c,Pass,Excluded,No
282,16,male,private,phd,4.6,63.1,yes,<15 min,no,online videos,69.4,57.6,76.9,59.3,d,Pass,Excluded,Yes
283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,85.8,89.6,76.3,76.3,c,Pass,Excluded,No
284,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28.0,f,Fail,Not Excluded,Yes
285,16,male,private,high school,0.7,96.2,yes,<15 min,yes,notes,45.7,60.1,47.1,46.8,e,Fail,Not Excluded,Yes
286,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,31.0,34.5,42.5,36.4,f,Fail,Excluded,Yes
287,14,female,public,post graduate,1.4,90.2,yes,30-60 min,no,notes,52.0,59.2,54.9,52.6,e,Fail,Not Excluded,Yes
288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,51.0,71.4,71.4,69.3,d,Pass,Excluded,No
289,17,other,public,post graduate,2.0,86.4,no,<15 min,yes,online videos,53.0,43.5,51.0,53.1,e,Fail,Not Excluded,Yes
290,16,other,public,graduate,0.6,62.9,yes,15-30 min,yes,group study,27.4,42.7,27.9,31.0,f,Fail,Excluded,Yes
291,18,male,public,graduate,2.6,69.3,yes,30-60 min,no,coaching,30.1,34.0,40.5,42.2,e,Fail,Excluded,Yes
292,15,male,public,phd,4.3,72.2,no,30-60 min,yes,textbook,77.4,69.3,74.3,64.6,d,Pass,Excluded,No
293,19,female,public,phd,5.9,87.5,no,>60 min,yes,group study,74.9,80.7,94.4,82.4,c,Pass,Not Excluded,No
294,15,male,private,post graduate,3.8,58.3,yes,<15 min,no,mixed,50.9,59.1,36.1,55.9,d,Pass,Excluded,Yes
295,17,female,public,no formal,7.7,67.3,yes,>60 min,no,online videos,72.7,88.8,84.2,88.3,b,Pass,Excluded,No
296,17,female,private,high school,2.0,76.4,yes,15-30 min,no,coaching,49.5,68.7,30.6,48.0,e,Fail,Not Excluded,Yes
297,19,other,public,high school,4.4,82.9,yes,15-30 min,yes,notes,92.9,80.7,75.3,73.4,c,Pass,Not Excluded,No
298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,notes,50.5,44.9,35.6,48.5,e,Fail,Excluded,Yes
299,15,other,public,phd,6.6,54.7,yes,15-30 min,no,textbook,86.0,73.1,62.7,75.1,c,Pass,Excluded,No
300,14,other,private,no formal,1.9,85.9,yes,>60 min,no,notes,50.1,56.8,53.5,56.7,d,Pass,Not Excluded,Yes
301,16,other,private,phd,7.7,68.3,yes,30-60 min,yes,mixed,97.5,86.9,75.7,90.9,b,Pass,Excluded,No
302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,notes,60.0,54.9,73.2,67.6,d,Pass,Excluded,No
303,14,other,public,graduate,4.7,63.2,yes,15-30 min,no,textbook,49.6,80.9,62.2,60.2,d,Pass,Excluded,No
304,19,male,private,high school,4.5,79.9,no,>60 min,yes,textbook,77.5,82.6,65.9,73.2,c,Pass,Not Excluded,No
305,17,female,public,high school,3.2,97.7,yes,>60 min,no,mixed,78.4,57.8,69.0,64.3,d,Pass,Not Excluded,No
306,14,female,private,post graduate,0.7,86.6,yes,>60 min,yes,group study,37.1,48.0,41.5,45.8,e,Fail,Not Excluded,Yes
307,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,mixed,99.7,100.0,97.4,96.6,a,Pass,Not Excluded,No
308,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100.0,75.0,c,Pass,Not Excluded,No
309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,mixed,28.2,21.1,36.6,39.1,f,Fail,Excluded,Yes
310,14,male,private,post graduate,1.4,98.1,yes,>60 min,no,textbook,76.3,42.1,51.3,50.3,e,Fail,Not Excluded,Yes
311,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,group study,43.4,36.5,55.7,48.2,e,Fail,Excluded,Yes
312,18,other,private,post graduate,6.2,90.4,no,15-30 min,no,textbook,85.3,91.1,100.0,91.6,b,Pass,Not Excluded,No
313,14,male,public,high school,4.3,62.9,yes,30-60 min,yes,coaching,58.2,38.9,45.7,51.9,e,Fail,Excluded,Yes
314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,coaching,67.0,86.2,73.8,77.7,c,Pass,Not Excluded,No
315,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,53.7,49.6,53.2,47.6,e,Fail,Not Excluded,Yes
316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100.0,100.0,95.4,100.0,a,Pass,Not Excluded,No
317,18,male,public,diploma,1.7,92.5,yes,>60 min,yes,textbook,47.1,56.5,53.0,50.5,e,Fail,Not Excluded,Yes
318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,coaching,65.0,39.6,70.0,50.5,e,Fail,Not Excluded,Yes
319,19,female,public,phd,7.6,72.7,yes,30-60 min,no,coaching,65.5,59.2,78.9,81.4,c,Pass,Excluded,No
320,18,female,public,post graduate,6.0,69.7,yes,<15 min,yes,notes,70.7,82.9,69.9,74.5,c,Pass,Excluded,No
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,82.4,62.1,87.3,69.2,d,Pass,Not Excluded,No
322,14,female,public,post graduate,7.0,64.3,yes,15-30 min,no,textbook,100.0,97.6,86.0,90.7,b,Pass,Excluded,No
323,17,male,private,diploma,1.0,73.9,yes,30-60 min,yes,coaching,30.4,33.8,38.1,35.1,f,Fail,Excluded,Yes
324,19,other,public,graduate,1.1,56.3,yes,<15 min,no,online videos,27.3,36.1,15.1,34.1,f,Fail,Excluded,Yes
325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,group study,58.1,65.2,62.3,55.8,d,Pass,Not Excluded,Yes
326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,mixed,26.4,38.4,48.7,46.2,e,Fail,Not Excluded,Yes
327,15,other,public,phd,5.8,53.1,yes,>60 min,yes,group study,68.2,60.8,53.2,68.1,d,Pass,Excluded,No
328,14,other,public,diploma,4.5,83.0,yes,15-30 min,yes,coaching,63.5,74.2,60.4,60.8,d,Pass,Not Excluded,No
329,14,female,public,post graduate,3.7,87.9,yes,30-60 min,yes,notes,56.4,73.4,73.7,64.1,d,Pass,Not Excluded,No
330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,coaching,95.9,100.0,90.5,96.0,a,Pass,Not Excluded,No
331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,online videos,55.8,42.3,50.6,55.8,d,Pass,Excluded,Yes
332,16,female,public,phd,1.1,81.5,no,30-60 min,yes,mixed,30.2,43.0,56.8,45.1,e,Fail,Not Excluded,Yes
333,15,other,public,post graduate,3.5,63.8,no,<15 min,no,textbook,60.9,51.2,61.0,61.6,d,Pass,Excluded,No
334,18,other,public,graduate,6.2,92.4,yes,30-60 min,yes,group study,68.4,76.2,89.4,82.6,c,Pass,Not Excluded,No
335,16,female,public,high school,4.1,93.8,no,30-60 min,yes,textbook,62.8,61.3,81.9,69.4,d,Pass,Not Excluded,No
336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,74.4,69.1,71.1,79.6,c,Pass,Excluded,No
337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,92.7,77.4,69.6,77.6,c,Pass,Excluded,No
338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,85.0,67.5,80.0,76.4,c,Pass,Excluded,No
339,15,female,public,post graduate,6.3,69.9,yes,15-30 min,no,mixed,97.2,77.2,73.8,81.9,c,Pass,Excluded,No
340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,mixed,45.7,43.3,51.7,51.8,e,Fail,Excluded,Yes
341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,textbook,97.1,100.0,100.0,100.0,a,Pass,Not Excluded,No
342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,online videos,65.5,65.2,70.4,62.9,d,Pass,Excluded,No
343,17,male,private,graduate,3.3,76.7,yes,30-60 min,yes,online videos,52.9,56.9,48.7,51.9,e,Fail,Not Excluded,Yes
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,textbook,59.1,46.6,65.7,47.9,e,Fail,Not Excluded,Yes
345,19,other,private,graduate,6.6,85.6,yes,>60 min,no,textbook,91.5,84.4,100.0,84.7,c,Pass,Not Excluded,No
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,group study,65.0,58.1,47.6,55.8,d,Pass,Excluded,Yes
347,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,87.8,100.0,100.0,90.6,b,Pass,Not Excluded,No
348,19,female,private,post graduate,7.9,82.0,yes,15-30 min,no,textbook,100.0,100.0,93.9,99.6,a,Pass,Not Excluded,No
349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,48.2,54.1,38.2,53.1,e,Fail,Excluded,Yes
350,14,female,public,high school,3.1,51.5,yes,>60 min,no,online videos,64.0,30.7,41.0,40.1,e,Fail,Excluded,Yes
351,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,group study,41.3,51.2,49.3,44.4,e,Fail,Not Excluded,Yes
352,14,female,private,high school,4.1,58.3,yes,15-30 min,yes,notes,66.5,60.4,59.6,65.1,d,Pass,Excluded,No
353,15,male,private,post graduate,5.4,55.6,yes,<15 min,yes,notes,66.6,54.5,56.5,58.9,d,Pass,Excluded,Yes
354,16,male,public,diploma,2.8,71.0,yes,>60 min,no,mixed,73.9,48.0,57.2,49.9,e,Fail,Excluded,Yes
355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,coaching,88.3,79.0,60.4,77.6,c,Pass,Not Excluded,No
356,19,other,public,diploma,4.5,85.9,yes,15-30 min,no,mixed,62.3,80.5,69.6,70.8,c,Pass,Not Excluded,No
357,14,male,public,high school,2.6,89.9,yes,>60 min,no,coaching,76.6,56.0,53.7,65.9,d,Pass,Not Excluded,No
358,19,other,private,graduate,0.7,63.5,yes,30-60 min,yes,mixed,24.5,45.8,35.5,40.4,e,Fail,Excluded,Yes
359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,mixed,55.1,57.3,76.4,60.3,d,Pass,Not Excluded,No
360,18,other,public,post graduate,6.5,70.8,no,>60 min,yes,group study,70.7,100.0,81.5,78.5,c,Pass,Excluded,No
361,19,female,public,post graduate,2.6,99.0,yes,15-30 min,no,textbook,63.3,66.1,91.2,67.5,d,Pass,Not Excluded,No
362,19,other,public,post graduate,0.6,78.5,yes,15-30 min,no,notes,47.8,50.8,34.7,40.0,e,Fail,Not Excluded,Yes
363,15,female,public,phd,3.7,80.3,yes,<15 min,no,notes,80.4,86.9,81.8,69.4,d,Pass,Not Excluded,No
364,19,other,private,diploma,5.6,95.8,yes,<15 min,no,coaching,90.7,68.2,87.4,78.2,c,Pass,Not Excluded,No
365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,online videos,74.6,79.5,62.7,79.7,c,Pass,Not Excluded,No
366,17,female,private,diploma,3.6,50.9,yes,15-30 min,no,group study,35.7,55.2,44.2,50.2,e,Fail,Excluded,Yes
367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,online videos,67.2,53.4,76.5,62.3,d,Pass,Excluded,No
368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,textbook,85.1,78.8,87.3,82.9,c,Pass,Not Excluded,No
369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,coaching,67.1,82.3,77.3,85.1,b,Pass,Excluded,No
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,71.9,83.5,58.9,75.5,c,Pass,Excluded,No
371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,online videos,50.7,77.3,42.1,61.0,d,Pass,Excluded,No
372,17,other,public,phd,1.2,76.2,yes,>60 min,yes,textbook,11.7,31.3,41.9,33.1,f,Fail,Not Excluded,Yes
373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,66.8,55.7,53.7,65.3,d,Pass,Not Excluded,No
374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,online videos,75.7,100.0,98.7,82.2,c,Pass,Excluded,No
375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,group study,31.5,43.5,47.9,37.8,f,Fail,Not Excluded,Yes
376,14,other,private,phd,2.8,69.8,yes,<15 min,no,notes,41.5,48.7,14.4,40.8,e,Fail,Excluded,Yes
377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,coaching,61.0,63.7,85.1,80.5,c,Pass,Not Excluded,No
378,18,female,public,no formal,7.3,53.3,yes,<15 min,yes,group study,63.6,58.7,67.7,74.8,c,Pass,Excluded,No
379,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,38.7,32.7,35.0,36.3,f,Fail,Not Excluded,Yes
380,15,female,public,post graduate,7.0,100.0,yes,<15 min,no,mixed,100.0,100.0,100.0,100.0,a,Pass,Not Excluded,No
381,14,male,public,no formal,2.2,77.1,yes,>60 min,no,notes,70.5,57.3,54.6,57.0,d,Pass,Not Excluded,Yes
382,19,male,public,post graduate,7.0,84.0,yes,15-30 min,no,online videos,85.2,77.0,86.5,83.1,c,Pass,Not Excluded,No
383,19,male,public,phd,7.2,56.4,yes,15-30 min,no,group study,89.5,72.6,71.4,83.7,c,Pass,Excluded,No
384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,group study,83.8,91.4,91.5,82.9,c,Pass,Excluded,No
385,14,female,private,high school,7.4,59.1,yes,15-30 min,no,mixed,91.7,88.2,66.9,83.0,c,Pass,Excluded,No
386,14,female,public,graduate,7.7,79.2,yes,<15 min,no,notes,81.9,87.0,90.2,93.4,b,Pass,Not Excluded,No
387,14,other,private,diploma,7.4,97.1,yes,30-60 min,no,textbook,86.6,92.9,90.5,93.7,b,Pass,Not Excluded,No
388,18,male,public,no formal,4.3,51.5,yes,<15 min,no,online videos,58.1,50.9,74.3,59.2,d,Pass,Excluded,Yes
389,19,female,private,high school,4.0,74.7,yes,<15 min,no,notes,51.9,43.5,40.9,52.0,e,Fail,Excluded,Yes
390,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,group study,33.2,47.7,49.0,45.7,e,Fail,Not Excluded,Yes
391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,27.5,63.8,50.8,43.5,e,Fail,Excluded,Yes
392,15,female,private,diploma,5.4,76.9,yes,30-60 min,no,textbook,71.6,83.8,88.4,80.8,c,Pass,Not Excluded,No
393,16,male,private,post graduate,1.5,72.6,yes,<15 min,no,group study,40.5,53.8,45.1,47.9,e,Fail,Excluded,Yes
394,17,male,private,graduate,7.6,79.9,yes,>60 min,no,coaching,97.5,91.6,100.0,94.3,b,Pass,Not Excluded,No
395,18,other,public,phd,2.2,53.4,yes,30-60 min,no,group study,14.0,32.5,49.1,34.9,f,Fail,Excluded,Yes
396,19,other,public,no formal,1.2,77.3,yes,15-30 min,no,notes,65.3,48.5,34.6,42.4,e,Fail,Not Excluded,Yes
397,14,male,public,high school,2.3,75.6,yes,>60 min,no,coaching,41.5,52.7,46.8,50.4,e,Fail,Not Excluded,Yes
398,15,male,public,high school,0.9,59.1,yes,30-60 min,yes,coaching,15.7,37.5,32.7,32.1,f,Fail,Excluded,Yes
399,15,male,public,diploma,1.7,76.7,yes,>60 min,no,group study,30.1,32.0,35.4,43.8,e,Fail,Not Excluded,Yes
400,15,female,private,phd,4.9,73.2,yes,30-60 min,yes,notes,60.0,60.3,77.5,61.5,d,Pass,Excluded,No
401,19,other,public,diploma,2.7,79.7,yes,30-60 min,no,online videos,45.4,54.9,52.5,55.0,e,Fail,Not Excluded,Yes
402,18,male,public,high school,6.5,78.2,yes,>60 min,yes,coaching,78.6,86.6,78.4,80.6,c,Pass,Not Excluded,No
403,15,male,private,no formal,3.5,70.2,yes,>60 min,yes,notes,51.9,59.7,46.0,56.1,d,Pass,Excluded,Yes
404,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,notes,89.1,81.1,92.8,88.2,b,Pass,Not Excluded,No
405,16,other,private,high school,5.8,67.9,yes,15-30 min,no,textbook,74.9,87.5,83.6,76.2,c,Pass,Excluded,No
406,17,female,private,high school,1.5,73.7,yes,<15 min,yes,online videos,52.6,62.2,36.5,48.6,e,Fail,Excluded,Yes
407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,48.3,26.2,38.3,31.9,f,Fail,Excluded,Yes
408,14,female,private,graduate,6.8,74.3,no,15-30 min,no,notes,77.4,71.8,89.9,81.6,c,Pass,Excluded,No
409,19,male,public,post graduate,5.8,90.0,yes,15-30 min,no,coaching,69.3,73.0,83.0,79.9,c,Pass,Not Excluded,No
410,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,50.1,34.4,31.9,41.0,e,Fail,Not Excluded,Yes
411,15,other,private,no formal,5.6,52.1,yes,<15 min,yes,group study,62.1,58.2,55.2,58.3,d,Pass,Excluded,Yes
412,15,female,private,phd,3.0,74.7,yes,>60 min,yes,coaching,60.0,71.7,45.2,61.2,d,Pass,Excluded,No
413,15,male,public,graduate,0.9,56.2,yes,>60 min,yes,group study,40.0,37.3,24.3,38.3,f,Fail,Excluded,Yes
414,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,39.3,56.9,53.2,44.9,e,Fail,Not Excluded,Yes
415,14,female,public,phd,6.2,99.3,yes,>60 min,no,online videos,94.2,97.4,95.1,80.8,c,Pass,Not Excluded,No
416,18,female,private,high school,3.4,80.9,yes,30-60 min,no,mixed,64.4,65.3,51.6,55.1,d,Pass,Not Excluded,Yes
417,19,female,private,graduate,4.6,69.0,yes,<15 min,no,notes,72.9,80.2,76.2,70.4,c,Pass,Excluded,No
418,14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,34.3,46.6,31.7,37.6,f,Fail,Excluded,Yes
419,15,female,private,diploma,1.2,66.6,yes,30-60 min,no,textbook,28.2,46.6,45.0,45.9,e,Fail,Excluded,Yes
420,17,female,private,high school,2.3,76.3,yes,>60 min,no,online videos,66.5,47.9,62.9,58.8,d,Pass,Not Excluded,Yes
421,19,male,public,high school,4.0,94.0,yes,30-60 min,yes,mixed,66.7,77.4,71.0,65.9,d,Pass,Not Excluded,No
